,Number of Vehicles,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1843,2,2,0,4,1,0,0,1,22,5
1844,2,4,0,4,1,0,0,1,52,6
1845,2,2,0,4,1,0,0,0,64,6
1846,2,4,0,4,1,2,1,1,11,6
1847,1,2,0,4,1,1,0,1,50,1
1848,1,0,4,1,1,2,1,1,18,6
1849,1,4,0,4,1,1,0,0,7,1
1850,1,4,0,4,1,1,0,1,9,1
1851,1,4,0,2,1,1,0,0,23,6
1852,2,4,0,4,1,2,0,0,22,6
1853,2,0,0,4,1,0,0,1,46,5
1854,1,4,0,4,1,2,0,1,5,6
1855,1,4,0,4,1,0,1,0,54,5
1856,2,4,0,4,1,0,0,1,12,5
1857,2,4,0,4,1,0,0,0,41,6
1858,2,4,0,4,1,1,0,1,27,6
1859,2,4,0,4,1,1,0,1,11,6
1860,2,4,0,4,1,1,0,0,9,6
1861,2,4,0,4,1,1,0,0,31,6
1862,1,4,0,4,1,1,0,0,69,1
1863,1,2,0,4,1,1,0,1,39,1
1864,1,2,0,4,1,1,0,1,71,1
1865,3,4,0,4,1,1,0,0,12,6
1866,1,0,0,4,1,0,0,1,21,4
1867,2,0,0,4,1,0,1,1,66,5
1868,2,4,0,4,1,0,0,1,12,5
1869,2,0,0,4,1,0,0,0,30,6
1870,2,0,0,4,1,0,0,1,8,5
1871,1,4,0,4,1,1,0,1,23,1
1872,2,0,0,2,1,0,0,1,35,6
1873,1,4,0,4,1,2,0,1,4,6
1874,3,1,0,4,1,0,0,1,62,6
1875,3,1,0,4,1,1,0,0,51,6
1876,2,0,0,4,1,0,1,1,41,5
1877,2,4,0,2,8,0,0,1,28,6
1878,2,0,0,4,1,1,0,1,21,6
1879,2,0,4,4,1,1,0,0,45,1
1880,1,0,0,2,1,0,0,1,17,6
1881,1,0,0,2,1,1,0,1,17,6
1882,1,0,0,4,1,0,0,0,46,6
1883,1,0,0,4,1,0,0,0,66,6
1884,3,0,0,4,1,0,0,0,42,6
1885,2,2,0,4,1,0,0,0,47,6
1886,2,2,0,4,1,0,0,1,20,6
1887,3,4,0,2,1,1,0,1,18,6
1888,2,0,0,4,1,0,0,1,38,5
1889,1,4,0,4,1,2,0,0,75,6
1890,2,4,0,4,1,0,0,1,21,6
1891,2,4,0,1,1,0,0,1,8,5
1892,2,4,0,4,1,0,0,1,25,5
1893,2,4,0,2,1,0,1,0,36,6
1894,2,4,0,2,1,0,1,0,56,6
1895,2,3,0,2,1,0,0,1,45,2
1896,2,3,0,2,1,0,0,1,36,6
1897,2,3,0,2,1,1,0,1,38,6
1898,1,4,0,4,1,2,0,0,83,6
1899,2,0,0,4,1,0,0,0,23,6
1900,2,0,0,4,1,0,0,1,38,6
1901,2,0,0,4,1,1,0,1,21,6
1902,2,0,0,4,1,1,0,1,34,6
1903,3,3,0,4,1,0,0,1,55,4
1904,3,3,0,4,1,0,0,1,36,2
1905,1,0,4,4,5,0,0,1,20,6
1906,1,0,4,4,5,1,0,1,18,6
1907,2,4,0,4,1,0,0,1,11,5
1908,1,0,4,2,1,0,1,1,38,3
1909,1,3,0,4,1,0,1,1,53,6
1910,1,3,0,4,1,1,1,0,44,6
1911,1,3,0,4,1,1,1,0,18,6
1912,1,3,0,4,1,1,1,1,19,6
1913,1,3,0,4,1,1,1,0,11,6
1914,1,3,0,4,1,1,1,1,14,6
1915,1,3,0,4,1,1,1,1,17,6
1916,1,3,0,4,1,1,1,0,13,6
1917,2,0,4,4,1,0,0,1,36,3
1918,2,2,4,4,5,0,0,1,19,3
1919,2,0,0,4,1,0,0,1,16,3
1920,2,4,0,4,1,0,0,1,29,6
1921,2,4,0,4,1,1,0,1,4,6
1922,2,4,0,4,1,1,0,1,29,6
1923,2,4,0,4,1,0,0,1,18,5
1924,2,2,0,4,1,0,0,1,35,5
1925,1,4,0,4,1,2,0,1,9,6
1926,1,4,0,4,1,0,0,0,23,6
1927,2,0,0,4,1,1,0,1,36,1
1928,2,0,0,2,1,0,0,0,29,6
1929,1,0,0,4,1,1,0,0,77,1
1930,2,4,0,4,1,0,0,0,54,6
1931,2,4,0,4,1,1,0,1,48,6
1932,2,4,0,4,1,1,1,1,16,3
1933,2,4,4,2,5,1,0,0,22,6
1934,1,0,4,4,5,2,0,1,16,6
1935,1,4,0,4,1,1,1,0,59,1
1936,1,0,4,4,1,0,0,1,27,2
1937,2,0,4,4,5,0,0,1,27,6
1938,2,0,0,2,1,0,0,1,57,6
1939,2,0,0,2,1,0,0,0,30,6
1940,2,0,4,4,5,0,0,1,17,3
1941,2,4,0,4,1,0,0,1,33,6
1942,2,4,0,0,1,0,0,1,37,6
1943,2,4,0,0,1,1,0,1,30,6
1944,2,4,0,4,1,0,0,1,27,6
1945,2,4,0,4,1,1,0,0,25,6
1946,1,4,0,4,1,1,0,0,22,1
1947,1,0,0,4,1,1,0,0,76,1
1948,2,0,0,4,1,0,0,1,15,5
1949,3,0,0,4,1,0,0,1,52,6
1950,2,0,0,4,1,1,0,0,22,6
1951,2,0,0,4,1,1,1,0,28,6
1952,2,0,0,4,1,0,0,1,24,6
1953,2,4,0,2,1,0,0,1,22,6
1954,2,4,0,2,1,0,0,1,27,6
1955,2,4,0,2,1,1,0,1,24,6
1956,2,4,0,2,1,1,0,1,23,6
1957,1,0,4,2,1,2,1,1,20,6
1958,1,4,0,2,1,2,0,0,20,6
1959,2,0,0,4,1,0,0,1,54,6
1960,3,1,4,4,1,0,0,1,26,6
1961,3,1,4,4,1,0,0,0,57,6
1962,3,1,4,4,1,1,0,1,55,6
1963,2,0,4,4,4,0,0,1,21,6
1964,1,4,0,4,1,1,0,0,65,1
1965,2,0,0,4,1,0,0,1,30,6
1966,2,0,0,4,1,1,0,0,28,6
1967,2,4,0,4,1,0,0,1,40,2
1968,2,4,0,4,1,1,0,1,38,2
1969,1,0,0,4,1,2,0,0,22,3
1970,2,2,0,4,1,0,0,1,47,6
1971,2,2,0,4,1,0,0,0,44,6
1972,2,2,0,4,1,1,0,0,21,6
1973,1,4,0,4,1,1,0,0,65,1
1974,1,0,0,4,1,1,0,0,80,1
1975,1,2,4,4,5,2,0,1,22,6
1976,2,0,0,2,1,0,0,1,55,6
1977,2,0,0,2,1,0,0,1,20,6
1978,3,4,4,4,5,1,0,1,16,6
1979,3,4,4,4,5,0,0,1,49,6
1980,1,0,4,4,1,2,0,1,12,6
1981,2,4,4,4,1,0,1,1,24,3
1982,2,4,0,4,1,1,0,0,23,6
1983,2,4,0,4,1,1,0,1,26,6
1984,1,4,4,4,5,2,0,0,4,6
1985,2,0,0,4,1,0,0,0,27,6
1986,2,0,0,4,1,0,0,1,68,6
1987,1,0,0,4,1,0,0,1,32,3
1988,2,4,0,2,1,0,0,0,21,6
1989,2,4,0,2,1,0,0,1,23,6
1990,2,4,0,2,1,1,0,0,38,6
1991,1,1,0,2,1,1,0,1,43,6
1992,2,0,0,4,1,1,0,1,17,6
1993,3,0,0,4,1,0,0,1,48,6
1994,3,0,0,4,1,0,0,1,60,3
1995,3,0,0,4,1,1,0,0,13,6
1996,3,0,0,4,1,1,0,0,49,6
1997,3,0,0,4,1,1,0,1,14,6
1998,2,4,0,4,1,1,0,1,6,6
1999,2,3,4,0,1,1,0,1,21,6
2000,2,2,4,2,1,0,0,1,40,2
2001,2,2,4,2,1,1,0,1,44,6
2002,2,4,0,4,1,0,0,1,21,6
2003,3,4,4,2,1,0,0,1,32,2
2004,3,4,4,2,1,1,0,0,29,2
2005,2,0,0,2,1,0,0,1,31,6
2006,2,4,0,4,1,0,0,1,24,6
2007,2,4,0,4,1,1,0,0,2,6
2008,1,0,0,4,1,1,0,0,28,6
2009,1,0,4,4,5,2,1,1,13,6
2010,2,3,0,4,1,0,0,0,22,6
2011,2,3,0,4,1,1,0,1,23,6
2012,2,0,0,2,8,0,0,1,38,6
2013,1,4,0,4,1,1,0,0,79,1
2014,4,4,0,4,1,0,0,0,48,6
2015,1,0,0,4,1,1,0,0,35,6
2016,1,0,0,4,1,2,1,0,41,6
2017,7,3,0,4,1,0,0,0,32,6
2018,7,3,0,4,1,0,0,0,45,6
2019,7,3,0,4,1,0,0,1,34,6
2020,2,4,0,4,1,0,0,0,18,6
2021,2,4,0,4,1,1,0,0,18,6
2022,2,4,0,4,1,1,0,0,18,6
2023,4,3,4,4,3,0,0,1,24,6
2024,4,3,4,4,3,0,0,0,19,6
2025,2,4,0,4,1,0,0,1,22,5
2026,2,4,0,4,1,0,1,1,32,5
2027,2,4,0,4,1,0,0,0,37,6
2028,2,4,0,4,1,0,0,1,22,6
2029,2,4,0,4,1,1,0,0,46,6
2030,2,4,4,4,5,0,0,1,32,5
2031,2,4,0,4,1,0,0,0,43,6
2032,2,4,0,4,1,1,0,0,21,6
2033,4,0,4,4,5,0,0,1,37,2
2034,1,4,0,4,1,2,0,1,5,6
2035,1,0,4,4,5,0,0,1,29,5
2036,1,0,0,4,1,2,0,0,30,6
2037,2,0,4,4,5,0,0,1,42,6
2038,1,4,0,4,1,1,0,0,65,1
2039,2,0,4,4,5,0,0,1,49,5
2040,2,4,0,4,1,0,0,1,40,5
2041,2,2,4,4,5,0,0,0,32,6
2042,4,3,4,4,5,0,0,1,23,6
2043,4,3,4,4,5,0,0,0,31,6
2044,4,3,4,4,5,0,0,0,25,6
2045,2,0,4,4,5,0,0,0,33,6
2046,1,4,0,4,8,1,0,1,48,1
2047,2,0,0,4,1,0,1,1,54,5
2048,2,1,0,2,1,0,0,1,19,6
2049,2,4,0,4,1,0,0,1,15,5
2050,2,4,0,4,1,1,0,0,16,5
2051,2,4,0,2,1,0,0,0,22,6
2052,1,4,0,4,1,1,0,1,74,1
2053,1,0,0,4,1,0,0,1,19,6
2054,1,0,0,4,1,1,0,0,17,6
2055,2,4,0,4,1,0,0,1,39,5
2056,2,0,0,4,1,0,1,1,25,5
2057,1,4,0,4,1,0,0,1,29,2
2058,2,0,0,1,1,0,0,1,32,6
2059,2,0,0,1,1,0,1,0,42,6
2060,2,0,0,1,1,1,0,1,15,6
2061,2,0,0,1,1,1,0,0,6,6
2062,3,0,0,4,1,0,0,1,38,2
2063,3,0,0,4,1,1,0,0,45,2
2064,2,0,0,2,1,0,0,1,62,5
2065,1,1,0,4,1,1,0,0,67,6
2066,2,3,0,4,1,0,0,1,47,6
2067,2,0,0,4,1,1,0,1,50,6
2068,2,0,0,4,1,0,0,1,26,6
2069,2,4,0,4,1,0,0,1,25,5
2070,2,4,0,4,1,0,0,1,35,5
2071,2,4,0,4,1,0,1,1,31,3
2072,1,4,0,4,1,1,0,0,34,1
2073,1,4,0,4,1,2,0,1,26,6
2074,1,4,0,2,1,1,1,1,70,1
2075,2,3,0,4,1,0,1,1,44,6
2076,2,3,0,4,1,1,0,0,39,6
2077,2,3,0,4,1,1,0,1,11,6
2078,1,4,0,4,1,2,1,1,17,6
2079,2,4,0,4,1,0,0,0,18,6
2080,1,4,0,4,1,2,0,1,9,6
2081,2,4,0,4,1,0,0,0,44,6
2082,1,4,0,4,1,0,0,1,34,3
2083,1,0,0,4,1,2,0,1,24,6
2084,1,4,0,4,1,2,0,0,13,6
2085,2,4,0,1,1,1,0,0,16,6
2086,1,0,0,4,1,0,0,1,49,6
2087,2,0,0,4,1,0,0,0,24,6
2088,2,4,0,4,1,0,0,1,36,6
2089,2,4,0,4,1,1,0,1,38,6
2090,4,4,0,4,1,0,0,0,33,6
2091,1,0,0,4,1,2,0,1,19,6
2092,2,4,0,4,1,0,0,0,44,6
2093,2,4,0,2,1,1,1,1,22,6
2094,1,4,0,4,1,2,0,0,40,6
2095,2,0,0,4,1,0,1,0,44,3
2096,2,4,0,4,1,0,0,1,42,6
2097,3,4,0,4,1,0,0,1,12,5
2098,2,0,0,2,1,0,0,1,27,6
2099,2,2,0,4,1,0,0,1,38,6
2100,2,2,0,4,1,0,0,0,28,6
2101,3,0,0,4,1,0,0,0,27,6
2102,3,0,0,4,1,0,0,0,61,6
2103,1,4,0,4,1,2,1,1,33,1
2104,2,0,0,4,1,0,0,1,44,5
2105,1,4,0,4,1,2,1,1,10,6
2106,2,0,0,4,1,0,0,1,44,5
2107,2,0,0,2,1,0,1,1,42,3
2108,2,0,0,4,1,0,1,1,43,3
2109,1,2,0,2,1,2,0,1,22,6
2110,1,4,0,2,1,2,1,0,42,6
2111,2,2,0,4,1,0,0,1,39,6
2112,2,2,0,4,1,1,0,0,14,6
2113,2,4,0,2,1,0,0,1,17,3
2114,2,2,0,4,1,0,0,0,63,5
2115,2,4,0,4,1,1,0,1,18,6
2116,2,4,0,4,1,1,0,0,18,6
2117,2,4,0,4,1,0,0,0,50,6
2118,2,4,0,4,1,1,0,0,80,1
2119,2,0,0,4,1,0,0,1,29,5
2120,2,4,0,4,1,1,0,1,25,1
2121,2,2,0,1,1,0,0,0,19,6
2122,2,2,0,1,1,0,0,1,18,6
2123,2,2,0,1,1,1,0,0,18,6
2124,1,4,0,4,1,1,0,0,75,1
2125,1,4,0,4,1,1,0,0,69,1
2126,1,4,0,4,1,1,0,0,69,1
2127,2,4,0,4,1,0,1,0,19,6
2128,2,0,0,4,1,0,1,1,27,5
2129,2,0,0,4,1,0,0,1,65,5
2130,2,0,0,4,1,0,0,1,38,6
2131,2,4,0,4,1,0,0,1,28,6
2132,3,4,0,2,1,1,0,1,21,6
2133,2,0,0,4,1,0,1,1,36,3
2134,2,4,0,0,1,0,0,1,18,3
2135,2,0,0,4,1,0,0,0,27,5
2136,2,3,0,2,1,0,0,0,45,6
2137,2,0,0,4,1,0,0,1,38,3
2138,2,4,0,4,1,0,0,1,23,2
2139,2,4,0,4,1,1,0,1,20,2
2140,2,4,0,2,1,0,0,0,27,6
2141,2,4,0,2,1,1,0,0,26,6
2142,4,0,0,4,1,1,0,1,33,6
2143,1,4,0,4,1,2,0,0,4,6
2144,2,4,0,4,1,0,0,1,18,3
2145,2,4,0,4,1,0,0,1,22,5
2146,2,0,0,4,1,0,0,1,18,6
2147,2,0,0,4,1,0,0,1,61,6
2148,1,4,0,4,1,1,0,1,31,1
2149,2,4,0,2,1,0,0,1,26,6
2150,2,4,0,4,1,0,1,0,49,3
2151,2,4,0,4,1,0,0,1,38,5
2152,1,3,0,4,1,0,0,1,22,6
2153,4,4,0,4,1,0,0,0,23,6
2154,4,4,0,4,1,2,0,0,36,6
2155,3,0,0,4,1,0,0,0,46,6
2156,2,0,0,4,1,0,0,1,23,5
2157,2,0,0,2,1,0,1,1,26,5
2158,1,4,0,4,1,1,0,1,27,1
2159,1,4,0,4,1,1,0,0,60,1
2160,2,4,0,4,1,0,0,1,35,5
2161,2,4,0,4,1,0,0,1,27,6
2162,2,4,0,4,1,0,0,1,47,6
2163,2,0,0,4,1,0,0,0,21,6
2164,2,0,0,4,1,0,0,1,34,2
2165,2,0,0,4,1,1,0,0,33,2
2166,2,0,0,2,1,0,0,1,19,6
2167,2,0,0,2,1,1,0,1,19,6
2168,3,3,0,4,1,0,0,1,72,6
2169,3,3,0,4,1,0,0,1,38,6
2170,1,4,0,4,1,1,1,0,55,1
2171,1,0,0,4,1,1,0,0,60,1
2172,2,4,0,4,1,0,0,1,12,5
2173,2,0,0,2,1,0,1,1,22,3
2174,2,4,0,1,1,0,0,1,28,6
2175,2,4,0,1,1,1,0,1,25,6
2176,2,4,0,4,1,0,0,1,40,6
2177,1,4,0,2,1,1,0,1,37,1
2178,2,0,0,2,1,0,0,1,23,6
2179,2,3,0,4,1,0,0,1,55,6
2180,3,4,0,4,1,0,0,1,59,6
2181,2,0,0,4,5,1,0,0,25,6
2182,1,0,0,4,1,1,0,0,81,1
2183,1,4,0,4,1,1,0,0,43,1
2184,4,3,0,2,1,0,0,1,28,6
2185,4,3,0,2,1,0,0,1,42,6
2186,4,3,0,2,1,1,0,1,13,6
2187,4,3,0,2,1,1,0,0,28,6
2188,2,0,4,4,5,0,0,0,66,6
2189,2,0,4,4,5,0,0,1,63,6
2190,1,4,0,4,1,2,1,0,43,6
2191,1,4,0,0,1,0,0,0,18,6
2192,1,4,0,4,1,1,0,1,0,1
2193,1,4,0,2,1,2,0,1,20,6
2194,2,4,0,4,1,0,0,1,40,6
2195,1,4,0,2,1,0,1,1,28,6
2196,3,0,0,2,1,0,0,1,27,6
2197,2,4,0,4,1,0,0,1,19,6
2198,2,4,0,4,1,0,0,0,31,6
2199,2,4,0,4,1,1,0,0,19,6
2200,2,0,0,4,1,0,0,1,36,6
2201,2,0,0,4,1,1,0,0,32,6
2202,2,0,0,4,1,0,0,1,26,3
2203,2,0,0,4,1,0,0,1,40,3
2204,2,4,0,4,1,1,0,1,46,6
2205,2,4,0,4,1,1,0,1,38,6
2206,2,4,0,4,1,0,0,0,45,6
2207,2,4,0,4,1,1,0,0,23,3
2208,1,4,0,4,1,1,0,0,78,1
2209,1,4,0,4,1,2,0,1,1,6
2210,2,0,0,4,1,1,0,1,24,1
2211,3,4,0,4,1,0,0,0,54,6
2212,3,4,0,4,1,0,0,0,29,6
2213,2,0,0,4,1,0,0,0,33,6
2214,1,4,0,4,1,2,0,1,41,6
2215,2,4,0,4,1,0,0,1,37,6
2216,2,4,0,1,1,0,0,1,38,5
2217,1,0,0,2,1,2,1,1,37,6
2218,2,0,0,1,1,0,0,0,24,6
2219,2,0,0,1,1,0,0,1,46,6
2220,2,0,0,4,1,0,0,1,24,3
2221,1,1,0,4,1,0,0,0,30,6
2222,2,0,0,2,1,0,1,1,45,5
2223,2,4,0,2,1,0,0,1,19,3
2224,2,4,0,2,1,1,0,0,17,3
2225,2,4,0,2,1,1,0,0,17,3
2226,1,4,0,4,1,2,0,0,9,6
2227,1,4,0,4,1,0,1,1,59,3
2228,1,4,0,2,1,2,0,1,24,6
2229,1,0,0,2,1,2,1,1,19,6
2230,2,0,0,4,1,0,1,1,20,3
2231,2,4,0,4,1,1,0,1,19,6
2232,2,4,0,4,1,1,0,0,19,6
2233,1,4,0,4,1,2,0,0,45,6
2234,2,4,0,2,1,0,1,1,22,3
2235,1,4,0,2,1,2,0,1,21,6
2236,1,4,0,2,1,2,0,0,19,6
2237,2,0,0,4,1,0,0,1,18,6
2238,2,0,0,4,1,1,0,0,18,6
2239,2,0,0,4,1,1,0,1,2,6
2240,2,4,4,4,5,0,0,1,44,5
2241,2,0,0,4,1,0,0,1,50,5
2242,2,0,0,4,1,0,0,0,64,6
2243,2,0,0,4,1,0,0,1,28,6
2244,1,4,0,4,1,2,0,1,25,6
2245,1,4,0,4,1,0,0,0,21,6
2246,2,4,0,4,1,0,0,0,39,5
2247,2,0,0,4,1,0,0,1,26,3
2248,1,4,0,4,1,0,0,1,20,3
2249,2,4,0,4,1,0,0,1,49,6
2250,2,4,0,4,1,1,0,0,41,6
2251,2,0,0,4,1,0,0,1,22,5
2252,2,0,0,4,1,0,0,1,61,6
2253,1,4,0,4,1,2,0,1,6,6
2254,2,0,0,4,1,0,0,1,55,6
2255,2,0,0,4,1,0,0,0,88,6
2256,1,4,0,4,1,2,0,0,17,6
2257,4,0,0,4,1,0,0,0,58,6
2258,1,2,0,4,1,0,1,1,17,3
2259,2,0,0,4,1,0,0,1,19,5
2260,2,4,0,4,1,0,0,1,34,5
2261,2,0,0,4,1,0,0,0,34,6
2262,2,0,0,4,1,1,0,1,21,6
2263,2,4,0,2,1,0,0,1,49,5
2264,2,0,0,4,1,0,0,0,29,6
2265,2,2,0,4,1,0,0,1,21,5
2266,2,2,0,4,1,0,0,0,40,5
2267,2,4,0,2,1,0,0,1,18,3
2268,2,0,0,4,1,0,0,1,23,6
2269,3,0,4,4,5,0,0,0,20,6
2270,3,0,4,4,5,1,0,0,28,6
2271,3,0,4,4,5,1,0,1,83,6
2272,2,4,4,4,1,1,0,1,20,2
2273,1,0,0,4,1,2,0,1,18,1
2274,2,3,0,4,0,0,0,1,28,6
2275,2,0,0,4,0,0,0,0,28,6
2276,2,0,0,4,0,1,0,0,26,6
2277,1,1,0,0,0,0,0,1,29,6
2278,2,4,4,2,0,0,0,1,35,6
2279,2,0,0,4,0,0,0,0,22,6
2280,2,0,0,4,0,0,0,1,19,6
2281,2,0,0,4,0,1,0,0,43,6
2282,1,4,0,1,0,0,0,1,18,6
2283,2,0,0,2,1,0,0,0,25,6
2284,2,4,0,2,0,0,0,0,51,6
2285,2,4,0,2,0,1,0,0,61,6
2286,1,0,4,4,1,0,0,1,20,3
2287,1,0,0,4,1,1,0,0,5,1
2288,2,0,0,2,1,0,0,0,23,6
2289,2,4,0,4,1,0,0,1,12,5
2290,3,0,0,4,1,0,0,0,66,6
2291,2,0,0,4,1,0,0,1,42,5
2292,2,4,0,4,1,1,0,0,31,6
2293,1,4,0,4,1,2,0,1,19,6
2294,2,3,0,4,1,0,0,1,26,6
2295,2,3,0,4,1,1,0,0,23,6
2296,2,2,0,4,1,0,1,1,24,3
2297,3,4,4,4,5,0,0,1,19,5
2298,2,0,4,4,1,0,1,1,21,6
2299,2,0,4,4,1,0,0,0,26,6
2300,2,4,0,2,5,1,0,0,41,6
2301,2,4,1,4,1,1,0,0,12,6
2302,2,4,4,4,5,0,0,0,32,6
2303,1,0,4,4,1,2,0,1,18,6
2304,2,0,4,4,5,0,0,0,81,6
2305,1,4,0,4,1,1,0,0,79,1
2306,1,0,0,4,1,1,0,0,80,1
2307,2,0,0,4,1,1,0,0,32,6
2308,2,4,0,4,1,0,0,1,32,6
2309,2,4,0,2,1,0,0,1,17,6
2310,2,4,0,2,1,0,0,0,21,6
2311,2,4,0,2,1,1,0,1,16,6
2312,2,0,0,4,1,0,0,0,57,6
2313,2,0,0,4,1,1,0,0,4,6
2314,2,0,0,4,1,0,0,0,79,6
2315,3,4,0,4,1,0,0,1,62,3
2316,4,4,0,4,1,0,0,1,32,2
2317,4,4,0,4,1,0,0,0,29,6
2318,2,0,0,2,1,0,0,1,18,3
2319,2,3,0,4,1,0,0,1,39,6
2320,2,3,0,4,1,0,0,1,22,6
2321,2,3,0,4,1,1,0,0,19,6
2322,2,4,0,4,1,0,1,1,22,3
2323,2,0,0,0,1,0,1,1,38,3
2324,2,0,0,0,1,1,1,0,43,3
2325,2,4,0,4,1,0,0,1,23,5
2326,1,0,0,4,1,2,0,1,25,6
2327,1,0,4,4,0,0,0,0,26,6
2328,1,4,0,4,1,2,0,1,47,1
2329,1,4,0,4,1,0,0,1,37,1
2330,1,4,0,4,1,1,0,0,0,1
2331,2,0,0,4,1,0,0,1,39,5
2332,2,2,0,4,1,0,0,1,11,5
2333,1,4,0,2,1,2,1,0,45,6
2334,1,4,0,4,1,2,0,0,65,6
2335,2,4,0,4,1,0,0,1,16,3
2336,2,4,0,4,1,0,1,1,44,3
2337,2,0,0,4,1,0,0,1,26,6
2338,2,0,0,4,1,1,0,1,26,6
2339,2,0,0,2,1,0,0,1,30,3
2340,1,4,0,4,1,1,0,0,40,6
2341,2,0,0,2,1,1,0,0,37,6
2342,2,0,0,4,1,0,1,0,76,6
2343,1,2,0,4,1,2,0,1,13,6
2344,2,4,0,4,1,0,0,0,22,5
2345,2,0,0,4,1,0,0,1,34,3
2346,2,0,0,4,1,1,0,0,27,6
2347,2,0,0,4,1,0,0,1,36,6
2348,2,4,0,4,1,0,0,1,13,5
2349,2,4,0,4,1,0,0,0,34,6
2350,2,4,0,4,1,0,0,1,32,6
2351,2,4,0,4,1,1,0,1,17,6
2352,2,4,0,4,1,1,0,1,63,6
2353,2,4,0,4,1,1,0,0,58,6
2354,2,0,0,4,1,0,1,0,31,5
2355,3,0,4,4,1,0,0,0,26,6
2356,3,0,0,4,1,0,0,0,35,6
2357,3,0,0,4,1,0,0,0,65,6
2358,2,0,0,4,1,0,0,1,17,3
2359,1,4,4,0,5,0,0,1,18,6
2360,1,4,4,0,5,1,1,1,17,6
2361,1,4,0,4,1,2,0,0,3,6
2362,3,0,4,4,5,0,0,0,65,6
2363,3,0,4,4,5,0,0,0,28,6
2364,3,0,4,4,5,0,0,0,41,6
2365,1,4,4,1,5,0,0,1,54,6
2366,1,4,4,4,1,2,0,1,62,6
2367,2,0,4,2,1,0,0,1,27,5
2368,1,0,0,4,1,1,0,0,74,1
2369,2,2,0,4,1,0,0,0,23,6
2370,2,2,0,4,1,0,0,0,50,6
2371,1,2,4,4,1,2,0,0,11,6
2372,3,0,4,4,1,0,0,1,57,6
2373,3,0,4,4,1,0,1,1,34,6
2374,2,0,0,4,1,1,0,0,42,6
2375,2,4,0,2,1,0,0,1,63,6
2376,1,4,0,4,1,2,0,0,23,1
2377,1,4,0,2,1,1,0,1,15,6
2378,2,0,0,4,1,0,0,1,25,3
2379,2,0,0,4,8,0,0,0,45,6
2380,2,0,0,4,1,1,0,0,46,6
2381,2,0,0,4,1,0,0,1,26,6
2382,4,0,0,4,1,0,0,1,34,1
2383,4,0,0,4,1,1,0,1,11,1
2384,4,0,0,4,1,1,0,0,12,1
2385,4,0,0,4,1,1,0,0,11,1
2386,4,0,0,4,1,1,0,0,14,1
2387,4,0,0,4,1,1,0,0,11,1
2388,4,0,0,4,1,1,0,1,11,1
2389,4,0,0,4,1,1,0,1,12,1
2390,2,4,0,4,1,0,0,0,44,5
2391,2,4,0,4,1,0,1,1,26,3
2392,1,4,0,2,1,0,0,1,20,6
2393,4,0,0,4,1,0,0,1,53,6
2394,2,0,0,4,1,0,0,1,29,6
2395,2,4,0,2,1,0,1,1,36,3
2396,1,4,0,2,1,2,0,1,17,6
2397,2,0,0,4,1,0,1,0,62,6
2398,3,0,0,4,1,0,0,1,24,6
2399,2,4,0,4,1,0,0,0,51,6
2400,2,4,0,4,1,0,0,0,44,6
2401,2,4,0,4,1,1,0,0,37,6
2402,1,4,0,2,1,2,0,0,47,6
2403,2,0,0,4,1,0,0,1,21,5
2404,2,4,0,4,1,0,0,1,30,6
2405,2,4,0,4,1,1,0,1,67,6
2406,1,0,0,4,1,1,0,0,20,1
2407,1,0,4,2,1,0,0,1,22,6
2408,1,0,4,2,1,1,0,1,21,6
2409,1,0,4,2,1,1,0,1,19,6
2410,1,0,4,2,1,1,0,1,22,6
2411,2,4,0,4,1,0,0,0,34,6
2412,3,3,0,4,1,0,0,1,42,2
2413,3,3,0,4,1,0,0,1,25,6
2414,3,3,0,4,1,0,0,1,57,6
2415,1,1,4,2,5,0,0,1,28,6
2416,1,4,4,2,1,2,0,1,25,6
2417,2,4,0,2,1,0,0,1,18,6
2418,1,4,4,4,1,2,0,0,13,6
2419,1,0,0,1,1,0,0,0,17,6
2420,1,0,0,1,1,1,0,0,21,6
2421,1,0,0,1,1,1,0,0,17,6
2422,2,4,0,2,1,0,0,1,47,5
2423,2,4,4,4,1,0,0,1,48,6
2424,2,4,0,4,1,0,0,1,35,3
2425,2,0,0,4,1,0,0,1,61,6
2426,2,0,0,4,1,0,0,1,38,6
2427,2,0,0,4,1,1,0,0,20,6
2428,2,3,0,4,1,0,0,0,25,6
2429,2,3,0,4,1,0,0,1,37,6
2430,2,3,0,4,1,1,0,1,23,6
2431,2,4,0,4,1,0,0,1,51,5
2432,3,0,0,4,1,0,1,1,52,6
2433,3,0,0,4,1,0,1,1,45,6
2434,2,2,0,4,1,0,0,0,34,6
2435,1,4,0,4,1,2,1,0,33,6
2436,2,0,0,4,1,0,0,1,48,6
2437,2,0,0,4,1,0,1,1,72,4
2438,2,4,0,4,1,0,0,1,42,5
2439,2,0,4,4,5,0,0,1,32,5
2440,1,4,4,2,5,2,0,0,17,6
2441,2,0,4,4,5,1,0,0,18,6
2442,2,0,4,4,5,1,0,0,18,6
2443,2,0,4,4,5,1,0,0,19,6
2444,1,4,4,2,4,2,0,0,60,6
2445,2,0,4,4,1,0,0,1,39,6
2446,2,0,4,4,1,1,0,1,16,6
2447,2,0,4,4,1,1,0,1,17,6
